Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
90000.0,tres belle voiture,2012,Manuelle,Diesel,225000.0,Peugeot,508,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Vitres électriques"
48000.0,Suzuki Celerio Essence Manuelle 2011 à Casablanca,2011,Manuelle,Essence,125000.0,Suzuki,Celerio,5,WW au Maroc,Non,6 CV,Bon,Aucun
110000.0,mini-copper,2011,Manuelle,Essence,12500.0,Mini,Cooper,5,WW au Maroc,Non,9 CV,Très bon,Aucun
330000.0,Hyundai Tucson Diesel Automatique 2021 à Kénitra,2021,Automatique,Diesel,67500.0,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Excellent,Aucun
58000.0,Chevrolet Spark Essence Manuelle 2012 à Casablanca,2012,Manuelle,Essence,12500.0,Chevrolet,Spark,5,WW au Maroc,Oui,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Verrouillage centralisé à distance, Vitres électriques"
99000.0,clio 4 model 2013,2013,Manuelle,Diesel,135000.0,Renault,Clio,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
115000.0,Bmw x5 pack M,2008,Automatique,Diesel,135000.0,BMW,X5,5,Dédouanée,Non,12 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
105000.0,belle fiat tipo,2020,Manuelle,Diesel,115000.0,Fiat,Tipo,5,WW au Maroc,Non,5 CV,Excellent,Aucun
188000.0,Hyundai i 20 Essence Automatique 2023 à Marrakech,2023,Automatique,Essence,27500.0,Hyundai,i20,5,WW au Maroc,Non,6 CV,Excellent,Aucun
110000.0,Dacia Dokker,2016,Manuelle,Diesel,225000.0,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Vitres électriques"
